Bothell
7.4065490564568
7.57909957226632
7.77699654453453
6.92032707827503
8.08072315537562
7.56230626995031
8.50474754320401
7.92729771386539
8.80541110172188
8.25965515605784
9.06894516286606
8.53977248009958
9.28652654511677
8.77781404085914
9.46831908638236
8.98032816584037
