Maple Valley
3.34004758695894
3.78915238030569
3.84953927904166
3.85765893751107
3.85875071163823
3.85889751223942
3.85891725113593
3.85891990523975
3.85892026211213
3.8589203100974
3.85892031654953
3.85892031741709
3.85892031753374
3.85892031754943
3.85892031755154
3.85892031755182
