Issaquah
6.39203067187488
7.85319580547079
7.51440616797786
8.02227088067492
8.08743664706248
8.34189635563412
8.47940400401341
8.65157543698619
8.78631283934273
8.92057317090601
9.03792092217952
9.14784963808989
9.24706804722221
9.33841141343669
9.42161866720914
9.49784414025446
