Medina
9.2790133728725e-003
8.3708857905716e-003
7.55163572925321e-003
6.81256483651489e-003
6.14582605884104e-003
5.54434032584596e-003
5.00172138854798e-003
4.51220801364541e-003
4.07060281386749e-003
3.67221706493946e-003
3.31282092325339e-003
2.98859851568341e-003
2.69610742471794e-003
2.43224213873943e-003
1.00219420107939
1.97945685591937e-003
