Auburn
14.203121707132
19.4317271919615
23.9804859469914
26.6209798397896
28.4333848710907
29.5884035373316
30.3484332330253
30.8416068462176
31.1635705017876
31.3732063216204
31.5098607181551
31.5988964620958
31.6569194013683
31.6947282908565
31.7193663228716
31.7354213233305
