Renton
13.2063297438194
13.595592569722
12.3314770843213
12.2566180857419
12.3765115198384
12.3872760084741
12.3760128826625
12.3746411630485
12.3756886275874
12.3758519954392
12.3757556369931
12.3757370172076
12.3757457755685
12.375747832196
12.3757470468528
12.3757468250563
