Covington
4.67404288204113
5.37998158372912
5.48660222524179
5.50270555145041
5.50513769884046
5.50550503542983
5.50556051568997
5.50556889508738
5.50557016066004
5.50557035180436
5.50557038067362
5.50557038503386
5.5055703856924
5.50557038579186
5.50557038580689
5.50557038580916
