Des Moines
6.6103954275462
8.94940275904103
1.99342902785628
4.99914663973578
3.99988917564637
7.9999856074417
6.99999813086449
4.99999975725875
5.99999996847563
5.99999999590599
3.99999999946832
4.99999999993095
6.99999999999103
10.9999999999988
13.9999999999998
4.99999999999998
