Lake Forest Park
2.6752475118488
2.79857059066153
2.73638918063667
2.76774201248213
2.75193342814259
2.75990436167906
2.75588529329961
2.75791176994313
2.75688998897326
2.75740518679393
2.75714541605808
2.75727639649414
2.75721035412576
2.75724365371272
2.75722686354425
2.75723532940773
