Sammamish
4.95234861613853
5.44790148798767
5.49748859661683
5.50245049166756
5.50294699979588
5.5029966824915
5.50300165395138
5.50300215141661
5.50300220119508
5.50300220617612
5.50300220667454
5.50300220672442
5.50300220672941
5.50300220672991
5.50300220672996
5.50300220672996
