Kirkland
15.8279256227117
21.2372339264949
25.8528579256081
28.6953098109259
28.5226726342579
25.9770033983166
23.1036922001529
21.8364766316517
22.756304364216
24.9220629897746
26.7228462425433
27.0363791993849
25.88795976988
24.2560076237667
23.283809079511
23.5055262516859
