SeaTac
10.9266349613471
11.0316350593738
11.4962307236964
11.9287421098687
12.3437280897609
12.7414526793872
13.1226495124999
13.4880048637318
13.8381770803622
14.1737971298267
14.4954697590682
14.8037745834313
15.0992671310866
15.382479844025
15.6539230374535
15.9140858193223
