Seattle
33.9103854392349
24.4100054653011
18.5747957609121
24.4695784880696
23.3379001597714
22.062928387397
23.0558423172482
22.9565133196134
22.6959884689272
22.8576494715869
22.8580232829797
22.8073104787515
22.8326190321341
22.8357800655548
22.8262853356558
22.8300576691332
