Mercer Island
6.77946364923558
5.79086401213807
5.93502427215798
5.91400243501668
5.9170678958915
5.91662088213567
5.91668606688474
5.91667656146918
5.91667794757446
5.91667774544886
5.91667777492336
5.9166777706253
5.91667777125206
5.91667777116066
5.91667777117399
5.91667777117205
