Burien
12.6794713335323
13.9947267350023
14.1311596134395
14.1453119448406
14.1467799816245
14.1469322626825
14.1469480589629
14.1469496975283
14.1469498674985
14.1469498851297
14.1469498869586
14.1469498871483
14.146949887168
14.14694988717
14.1469498871702
14.1469498871702
