Shoreline
6.46237359952752
6.88539454840732
6.91308510520278
6.91489770322581
6.91501635420193
6.91502412098417
6.9150246293905
6.9150246626703
6.91502466484876
6.91502466499136
6.9150246650007
6.91502466500131
6.91502466500135
6.91502466500135
6.91502466500135
6.91502466500135
