Bellevue
19.1972744960114
25.3014040117133
30.3371321061996
34.491460315712
37.9186594314163
40.7459983382917
43.078470139449
45.002691070291
46.5901169885181
47.8996968841884
48.9800619478126
49.8713314874249
50.6066027572826
51.2131800229134
51.7135885037879
52.126410846331
