Redmond
13.1586787191247
16.8427197989717
17.874142403604
18.1629102447571
18.2437567045008
18.2663913234632
18.2727283477089
18.2745025271796
18.2749992449879
18.2751383112916
18.2751772457459
18.2751881462422
18.275191198059
18.2751920524775
18.2751922916894
18.2751923586616
