Federal Way
21.4518879128471
33.6534152505878
27.5708737362659
44.2233179598686
31.4122507384172
36.9451784958904
44.1840582709371
42.2911338475536
40.3391294516416
32.3606430225656
37.3702862751654
35.3746087709999
44.3765462884553
34.3774147621413
48.3778040471726
44.3779785404682
