Tukwila
12.2237537702404
14.7283510733084
17.7393834920508
19.2930725907134
21.5406644748544
22.6148600402717
24.30330761387
25.0378731424628
26.3107444921162
26.8057747683118
27.7689744282416
28.0960855275097
28.8278780639386
29.0381567173656
29.5964937430324
29.7262514836693
