Date,Carnation,Normandy Park,Sammamish,Covington,Kent,Issaquah,Renton,Bothell,Kirkland,Federal Way,Shoreline,SeaTac,Beaux Arts Village,Medina,Algona,Black Diamond,Newcastle,Snoqualmie,Yarrow Point,Milton,Duvall,Enumclaw,North Bend,Burien,Tukwila,Lake Forest Park,Clyde Hill,Mercer Island,Bellevue,Woodinville,Redmond,Hunts Point,Maple Valley,Kenmore,Pacific,Auburn,Skykomish,Des Moines,Seattle
2018-06-12 00:00:00,0.0387596899225,0.147286821705,0.773151471718,0.682725364791,2.16763023107,1.18128835646,1.93442944549,1.26953977263,2.7507640255,3.25404360352,1.06750254233,1.51730532082,0.0,0.000475846839635,0.164252705339,0.0775193798448,0.221658885266,0.119308284358,0.0,0.186046511628,0.0852713178293,0.224806201549,0.193798449612,1.85891592854,1.87130487396,0.480943372917,0.0697674418605,1.37902475805,3.01618307765,0.624912003026,2.23292057624,0.0268306689355,0.542172053195,0.494357654855,0.302056357634,2.29906646338,0.0077519379845,1.01050630739,5.07219949035
2018-06-13 00:00:00,0.0232558139535,0.131782945737,0.759220814569,0.761501368424,2.26896952078,1.0178690186,2.099536457,1.24793058501,2.78018396161,3.85149502727,1.10892801412,1.7345481408,0.0,0.00166546393872,0.206836740056,0.116279069767,0.208620127309,0.185590664556,0.0155432276126,0.217054263566,0.0775193798447,0.333333333332,0.310077519379,1.92134220973,2.19562611745,0.420825451303,0.0775193798449,0.996456599366,3.162341729,0.715105488002,2.14960264428,0.0268306689355,0.522091606781,0.457543786941,0.386351155114,2.30928453656,0.0,0.867351247183,5.58415177141
2018-06-14 00:00:00,0.015503875969,0.124031007752,0.856735414608,0.656466696915,2.22259391363,1.01319989467,1.99467119294,1.2371259912,2.67721418526,3.48701208322,1.03245022004,1.55803834957,0.0,0.00214131077835,0.109501803559,0.0930232558142,0.228178264245,0.152449474458,0.00777161380633,0.131782945737,0.100775193798,0.410852713179,0.263565891472,1.96989598398,1.86843477446,0.413310711099,0.0542635658916,1.29005541882,3.34570440067,0.747317446919,2.23292057624,0.0201230017016,0.448463303259,0.383916051111,0.259908958895,2.23775802437,0.0077519379845,1.20418668298,5.01842299025
2018-06-15 00:00:00,0.0232558139535,0.15503875969,0.717428843127,0.68929003176,2.27068713586,0.877795300448,2.12631056697,1.34517192929,2.6625042172,3.46070919035,1.12486088789,1.87032490329,0.0,0.00261715761799,0.212920173587,0.100775193799,0.189061990374,0.205475378617,0.0310864552253,0.224806201551,0.116279069768,0.29457364341,0.209302325581,1.9074697028,1.98897895346,0.413310711099,0.0465116279069,1.19218914567,3.43074216145,0.734432663352,2.33845662336,0.0167691680847,0.481930713949,0.567985390685,0.386351155114,2.25478814631,0.0,0.934718334339,5.50671361125
2018-06-16 00:00:00,0.0232558139535,0.0930232558143,0.508468985906,0.55143202541,1.28134084974,0.522941881118,1.41456547687,0.534827393573,1.20131405749,2.02532275092,0.519411684775,1.24235737678,0.0,0.000475846839635,0.0973349364969,0.0697674418605,0.117348821611,0.152449474458,0.0,0.116279069768,0.0620155038761,0.29457364341,0.186046511629,1.58840204342,1.22266238697,0.293074867872,0.031007751938,0.52491910145,1.48284595359,0.367216331676,0.888724607455,0.00670766723388,0.401608928292,0.294510943318,0.133466762676,1.27725914633,0.0,0.673670871594,3.78586560772
2018-06-17 00:00:00,0.015503875969,0.0775193798449,0.557226285923,0.663031363884,1.62314625068,0.78441282168,1.84295123642,0.734712379051,1.40235028751,2.50253237868,0.665994123422,1.52409415894,0.012987012987,0.000951693679268,0.109501803559,0.0930232558142,0.156465095482,0.152449474458,0.023314841419,0.077519379845,0.0930232558139,0.310077519379,0.209302325581,1.56759328303,1.57568462547,0.225442206055,0.015503875969,0.631682308525,2.24021351053,0.470294600216,1.19977822006,0.0201230017016,0.468543749673,0.299770067304,0.154540462046,1.76432063412,0.0,1.01050630739,4.58821098937
2018-06-18 00:00:00,0.015503875969,0.0775193798449,0.780116800293,0.669596030853,2.02163294925,0.994523398912,1.79386536814,1.03724100572,2.35359488813,2.87077287886,0.943226126952,1.47996671113,0.0,0.000951693679268,0.188586439463,0.0852713178292,0.169503853439,0.165705950497,0.0310864552253,0.131782945737,0.0542635658915,0.302325581396,0.15503875969,1.86585218201,1.50106203847,0.428340191505,0.031007751938,0.765136317365,2.51924366309,0.508948950921,2.11627547151,0.0134153344677,0.475237231811,0.436507290988,0.238835259525,2.06064475607,0.0,0.909455676653,4.35482097888
2018-06-19 00:00:00,0.0387596899225,0.147286821705,0.850516266058,0.78584000661,2.26179978036,1.45132106559,1.99144766986,1.29911626512,3.690857569,5.10489711105,1.13738026317,1.53188594953,0.0,0.000429276194389,0.199650343256,0.0775193798448,0.263456781676,0.136339537087,0.0,0.186046511628,0.0852713178293,0.224806201549,0.193798449612,2.05174330688,2.25472761207,0.503113814052,0.0697674418605,1.17793165601,3.97523443429,0.750362757865,2.85807233398,0.0338916107574,0.615072831274,0.557866155217,0.349318568978,3.14542346632,0.0077519379845,1.36806156826,3.65116514238
2018-06-20 00:00:00,0.0232558139535,0.131782945737,0.83519164865,0.876513853531,2.36754160843,1.2505454241,2.16142128875,1.27700364784,3.73033198152,6.04217036817,1.18151740771,1.75121637631,0.0,0.00150246668036,0.251411543358,0.116279069767,0.247959323931,0.212083724356,0.0166411900012,0.217054263566,0.0775193798447,0.333333333332,0.310077519379,2.12064513435,2.64550095588,0.440224587296,0.0775193798449,0.85115061596,4.16786693993,0.858662537354,2.7514278439,0.0338916107574,0.592292356042,0.516322930894,0.446802820786,3.15940312618,0.0,1.17425284609,4.01968817204
2018-06-21 00:00:00,0.015503875969,0.124031007752,0.942463970497,0.755615390972,2.31915128033,1.2448089772,2.05346507136,1.2659473392,3.59217153776,5.47037473332,1.10003344856,1.57301040455,0.0,0.00193174287475,0.133100228837,0.0930232558142,0.27120551055,0.174211630722,0.00832059500062,0.131782945737,0.100775193798,0.410852713179,0.263565891472,2.1742354446,2.25126944088,0.432363433949,0.0542635658916,1.1019360653,4.40953317424,0.897341030025,2.85807233398,0.025418708068,0.508763946854,0.433236482244,0.300576443074,3.06154550723,0.0077519379845,1.63027336885,3.61245474011
